DateTime,Humidity Change 12 hours before,Precipation Rate,Scaled Humidity
2021:03:13:00,5,0,15
2021:03:13:06,-1,0,13
2021:03:13:12,-9,0,6
2021:03:13:18,-2,0,11
2021:03:14:00,5,0,11
2021:03:14:06,-9,0,2
2021:03:14:12,-9,0,2
2021:03:14:18,10,0,12
2021:03:15:00,14,0,16
2021:03:15:06,5,0,17
2021:03:15:12,-8,0,8
2021:03:15:18,3,0,20
2021:03:16:00,7,0,15
2021:03:16:06,0,0,20
2021:03:16:12,-8,0,7
2021:03:16:18,-2,0,18
2021:03:17:00,6,0,13
2021:03:17:06,0,0,18
2021:03:17:12,-4,0,9
2021:03:17:18,-10,0,8
2021:03:18:00,-1,0,8
2021:03:18:06,8,0,16
2021:03:18:12,-7,0,1
2021:03:18:18,-6,0,10
2021:03:19:00,14,0,15
2021:03:19:06,-2,0,8
2021:03:19:12,3,960,18
2021:03:19:18,2,60,10
2021:03:20:00,-4,0,14
2021:03:20:06,2,0,12
2021:03:20:12,0,30,14
2021:03:20:18,-4,0,8
2021:03:21:00,-2,0,12
2021:03:21:06,-1,0,7
2021:03:21:12,-9,0,3
2021:03:21:18,2,0,9
2021:03:22:00,5,0,8
2021:03:22:06,0,0,9
2021:03:22:12,-2,0,6
2021:03:22:18,-3,0,6
2021:03:23:00,8,0,14
2021:03:23:06,2,0,8
2021:03:23:12,-10,0,4
2021:03:23:18,1,0,9
2021:03:24:00,10,0,14
2021:03:24:06,3,0,12
2021:03:24:12,-5,0,9
2021:03:24:18,-15,0,-3
2021:03:25:00,-6,0,3
2021:03:25:06,15,0,12
2021:03:25:12,6,0,9
2021:03:25:18,-10,0,2
2021:03:26:00,1,0,10
2021:03:26:06,18,15,20
2021:03:26:12,-2,0,8
2021:03:26:18,-4,0,16
2021:03:27:00,12,15,20
2021:03:27:06,0,0,16
2021:03:27:12,-24,0,-4
2021:03:27:18,-27,0,-11
2021:03:28:00,4,0,0
2021:03:28:06,12,0,1
2021:03:28:12,-11,0,-11
2021:03:28:18,-2,0,-1
2021:03:29:00,21,0,10
2021:03:29:06,14,0,13
2021:03:29:12,-16,0,-6
2021:03:29:18,-7,0,6
2021:03:30:00,12,0,6
2021:03:30:06,-3,0,3
2021:03:30:12,-17,0,-11
2021:03:30:18,3,0,6
2021:03:31:00,19,0,8
2021:03:31:06,-5,0,1
2021:03:31:12,-19,0,-11
2021:03:31:18,6,0,7
2021:04:01:00,11,0,0
2021:04:01:06,-7,0,0
2021:04:01:12,-5,0,-5
2021:04:01:18,5,0,5
2021:04:02:00,19,0,14
2021:04:02:06,13,0,18
2021:04:02:12,-4,0,10
2021:04:02:18,-13,0,5
2021:04:03:00,-2,0,8
2021:04:03:06,13,0,18
2021:04:03:12,-8,0,0
2021:04:03:18,-25,0,-7
2021:04:04:00,10,0,10
2021:04:04:06,21,0,14
2021:04:04:12,-2,0,8
2021:04:04:18,-7,0,7
2021:04:05:00,11,0,19
2021:04:05:06,12,0,19
2021:04:05:12,-19,0,0
2021:04:05:18,-17,0,2
2021:04:06:00,14,0,14
2021:04:06:06,13,0,15
2021:04:06:12,-22,0,-8
2021:04:06:18,-33,0,-18
2021:04:07:00,14,0,6
2021:04:07:06,21,0,3
2021:04:07:12,-32,0,-26
2021:04:07:18,-31,0,-28
2021:04:08:00,15,0,-11
2021:04:08:06,31,0,3
2021:04:08:12,7,0,-4
2021:04:08:18,-2,0,1
2021:04:09:00,24,75,20
2021:04:09:06,16,2655,17
2021:04:09:12,-10,2730,10
2021:04:09:18,-1,1740,16
2021:04:10:00,0,150,10
2021:04:10:06,1,195,17
2021:04:10:12,-1,285,9
2021:04:10:18,-10,15,7
2021:04:11:00,11,0,20
2021:04:11:06,13,630,20
2021:04:11:12,0,1035,20
2021:04:11:18,-3,75,17
2021:04:12:00,-9,0,11
2021:04:12:06,-19,0,-2
2021:04:12:12,-15,0,-4
2021:04:12:18,-15,0,-17
2021:04:13:00,-6,0,-10
2021:04:13:06,20,0,3
2021:04:13:12,-27,0,-37
2021:04:13:18,-22,0,-19
2021:04:14:00,32,0,-5
2021:04:14:06,19,0,0
2021:04:14:12,-17,0,-22
2021:04:14:18,-9,0,-9
2021:04:15:00,23,0,1
2021:04:15:06,20,0,11
2021:04:15:12,-21,0,-20
2021:04:15:18,-40,0,-29
2021:04:16:00,15,0,-5
2021:04:16:06,33,0,4
2021:04:16:12,-11,0,-16
2021:04:16:18,-2,0,2
2021:04:17:00,35,0,19
2021:04:17:06,10,0,12
2021:04:17:12,-18,0,1
2021:04:17:18,3,0,15
2021:04:18:00,19,0,20
2021:04:18:06,3,0,18
2021:04:18:12,-14,0,6
2021:04:18:18,-13,0,5
2021:04:19:00,-2,0,4
2021:04:19:06,-2,0,3
2021:04:19:12,-27,0,-23
2021:04:19:18,-23,0,-20
2021:04:20:00,14,0,-9
2021:04:20:06,29,60,9
2021:04:20:12,4,1350,-5
2021:04:20:18,11,1035,20
2021:04:21:00,19,390,14
2021:04:21:06,-2,765,18
2021:04:21:12,3,1005,17
2021:04:21:18,-4,30,14
2021:04:22:00,-2,75,15
2021:04:22:06,1,630,15
2021:04:22:12,3,1365,18
2021:04:22:18,-1,0,14
2021:04:23:00,-12,0,6
2021:04:23:06,-2,0,12
2021:04:23:12,-8,0,-2
2021:04:23:18,-1,15,11
2021:04:24:00,18,0,16
2021:04:24:06,-2,0,9
2021:04:24:12,-24,0,-8
2021:04:24:18,-10,90,-1
2021:04:25:00,21,45,13
2021:04:25:06,14,15,13
2021:04:25:12,-8,0,5
2021:04:25:18,-20,0,-7
2021:04:26:00,5,30,10
2021:04:26:06,27,15,20
2021:04:26:12,0,1095,10
2021:04:26:18,-13,0,7
2021:04:27:00,9,15,19
2021:04:27:06,12,465,19
2021:04:27:12,-5,840,14
2021:04:27:18,-5,360,14
2021:04:28:00,6,15,20
2021:04:28:06,4,540,18
2021:04:28:12,-5,1365,15
2021:04:28:18,1,180,19
2021:04:29:00,5,0,20
2021:04:29:06,1,585,20
2021:04:29:12,0,1395,20
2021:04:29:18,-2,0,18
2021:04:30:00,-1,0,19
2021:04:30:06,2,315,20
2021:04:30:12,1,885,20
2021:04:30:18,0,1995,20
2021:05:01:00,-4,300,16
2021:05:01:06,0,990,20
2021:05:01:12,4,600,20
2021:05:01:18,-10,0,10
2021:05:02:00,0,0,20
2021:05:02:06,10,330,20
2021:05:02:12,-9,1035,11
2021:05:02:18,-19,0,1
2021:05:03:00,-5,0,6
2021:05:03:06,13,0,14
2021:05:03:12,-22,0,-16
2021:05:03:18,-28,0,-14
2021:05:04:00,8,0,-8
2021:05:04:06,33,0,19
2021:05:04:12,6,0,-2
2021:05:04:18,-24,0,-5
2021:05:05:00,17,0,15
2021:05:05:06,20,0,15
2021:05:05:12,-22,0,-7
2021:05:05:18,-26,0,-11
2021:05:06:00,4,0,-3
2021:05:06:06,29,0,18
2021:05:06:12,-7,30,-10
2021:05:06:18,-28,0,-10
2021:05:07:00,19,0,9
2021:05:07:06,20,0,10
2021:05:07:12,-23,0,-14
2021:05:07:18,-27,0,-17
2021:05:08:00,21,0,7
2021:05:08:06,31,225,14
2021:05:08:12,-23,30,-16
2021:05:08:18,-14,0,0
2021:05:09:00,26,0,10
2021:05:09:06,-1,1275,-1
2021:05:09:12,-17,4140,-7
2021:05:09:18,11,15,10
2021:05:10:00,25,0,18
2021:05:10:06,-1,0,9
2021:05:10:12,-24,30,-6
2021:05:10:18,-24,0,-15
2021:05:11:00,18,0,12
2021:05:11:06,22,0,7
2021:05:11:12,-19,0,-7
2021:05:11:18,-29,0,-22
2021:05:12:00,14,0,7
2021:05:12:06,24,0,2
2021:05:12:12,-25,0,-18
2021:05:12:18,-13,0,-11
2021:05:13:00,23,0,5
2021:05:13:06,13,0,2
2021:05:13:12,-27,0,-22
2021:05:13:18,0,615,2
2021:05:14:00,41,0,19
2021:05:14:06,13,0,15
2021:05:14:12,-32,0,-13
2021:05:14:18,-40,0,-25
2021:05:15:00,4,0,-9
2021:05:15:06,35,0,10
2021:05:15:12,13,0,4
2021:05:15:18,-3,0,7
2021:05:16:00,7,0,11
2021:05:16:06,7,0,14
2021:05:16:12,-10,0,1
2021:05:16:18,-17,0,-3
2021:05:17:00,0,0,1
2021:05:17:06,15,0,12
2021:05:17:12,-15,0,-14
2021:05:17:18,-35,0,-23
2021:05:18:00,17,0,3
2021:05:18:06,37,0,14
2021:05:18:12,-15,0,-12
2021:05:18:18,-12,0,2
2021:05:19:00,23,0,11
2021:05:19:06,4,0,6
2021:05:19:12,-28,0,-17
2021:05:19:18,-29,0,-23
2021:05:20:00,14,0,-3
2021:05:20:06,31,0,8
2021:05:20:12,-33,0,-36
2021:05:20:18,-46,0,-38
2021:05:21:00,43,0,7
2021:05:21:06,49,0,11
2021:05:21:12,-13,0,-6
2021:05:21:18,-4,0,7
2021:05:22:00,22,0,16
2021:05:22:06,13,0,20
2021:05:22:12,-18,0,-2
2021:05:22:18,-34,0,-14
2021:05:23:00,12,60,10
2021:05:23:06,23,1485,9
2021:05:23:12,-26,7095,-16
2021:05:23:18,-23,3525,-14
2021:05:24:00,9,0,-7
2021:05:24:06,18,0,4
2021:05:24:12,-5,0,-12
2021:05:24:18,-27,0,-23
2021:05:25:00,32,0,20
2021:05:25:06,36,45,13
2021:05:25:12,-44,0,-24
2021:05:25:18,-34,0,-21
2021:05:26:00,28,0,4
2021:05:26:06,35,0,14
2021:05:26:12,-33,0,-29
2021:05:26:18,-35,0,-21
2021:05:27:00,22,0,-7
2021:05:27:06,20,0,-1
2021:05:27:12,-23,0,-30
2021:05:27:18,-34,0,-35
2021:05:28:00,14,0,-16
2021:05:28:06,25,0,-10
2021:05:28:12,-10,0,-26
2021:05:28:18,-19,0,-29
2021:05:29:00,10,0,-16
2021:05:29:06,24,0,-5
2021:05:29:12,-10,0,-26
2021:05:29:18,3,0,-2
2021:05:30:00,34,0,8
2021:05:30:06,19,0,17
2021:05:30:12,-17,825,-9
2021:05:30:18,-1,0,16
2021:05:31:00,17,0,8
2021:05:31:06,0,0,16
2021:05:31:12,0,0,8
2021:05:31:18,-16,0,0
2021:06:01:00,4,180,12
2021:06:01:06,13,105,13
2021:06:01:12,-1,4350,11
2021:06:01:18,3,1035,16
2021:06:02:00,9,15,20
2021:06:02:06,3,45,19
2021:06:02:12,-22,0,-2
2021:06:02:18,-29,0,-10
2021:06:03:00,18,0,16
2021:06:03:06,28,0,18
2021:06:03:12,-21,195,-5
2021:06:03:18,-14,0,4
2021:06:04:00,24,0,19
2021:06:04:06,13,0,17
2021:06:04:12,-7,2340,12
2021:06:04:18,-2,615,15
2021:06:05:00,8,30,20
2021:06:05:06,-5,720,10
2021:06:05:12,-21,3270,-1
2021:06:05:18,-12,495,-2
2021:06:06:00,11,0,10
2021:06:06:06,18,135,16
2021:06:06:12,-24,690,-14
2021:06:06:18,-35,0,-19
2021:06:07:00,26,0,12
2021:06:07:06,27,960,8
2021:06:07:12,-31,705,-19
2021:06:07:18,-18,0,-10
2021:06:08:00,28,0,9
2021:06:08:06,20,0,10
2021:06:08:12,-30,825,-21
2021:06:08:18,-12,0,-2
2021:06:09:00,33,0,12
2021:06:09:06,17,1950,15
2021:06:09:12,-26,2985,-14
2021:06:09:18,-27,0,-12
2021:06:10:00,24,0,10
2021:06:10:06,25,105,13
2021:06:10:12,-23,3855,-13
2021:06:10:18,-26,0,-13
2021:06:11:00,20,2325,7
2021:06:11:06,27,2025,14
2021:06:11:12,5,2895,12
2021:06:11:18,-4,0,10
2021:06:12:00,0,45,12
2021:06:12:06,6,945,16
2021:06:12:12,-21,1935,-9
2021:06:12:18,-31,0,-15
2021:06:13:00,6,0,-3
2021:06:13:06,22,45,7
2021:06:13:12,-19,45,-22
2021:06:13:18,-34,0,-27
2021:06:14:00,17,0,-5
2021:06:14:06,26,0,-1
2021:06:14:12,-17,0,-22
2021:06:14:18,-24,0,-25
2021:06:15:00,25,0,3
2021:06:15:06,33,0,8
2021:06:15:12,-29,0,-26
2021:06:15:18,-32,0,-24
2021:06:16:00,21,0,-5
2021:06:16:06,31,0,7
2021:06:16:12,-23,0,-28
2021:06:16:18,-30,0,-23
2021:06:17:00,39,0,11
2021:06:17:06,29,3930,6
2021:06:17:12,-12,1470,-1
2021:06:17:18,7,0,13
2021:06:18:00,18,0,17
2021:06:18:06,2,0,15
2021:06:18:12,-24,0,-7
2021:06:18:18,-30,0,-15
2021:06:19:00,17,0,10
2021:06:19:06,20,0,5
2021:06:19:12,-14,0,-4
2021:06:19:18,-20,0,-15
2021:06:20:00,8,0,4
2021:06:20:06,11,0,-4
2021:06:20:12,-31,0,-27
2021:06:20:18,-26,0,-30
2021:06:21:00,26,0,-1
2021:06:21:06,41,0,11
2021:06:21:12,-29,0,-30
2021:06:21:18,-36,0,-25
2021:06:22:00,41,0,11
2021:06:22:06,40,105,15
2021:06:22:12,-26,345,-15
2021:06:22:18,-25,585,-10
2021:06:23:00,30,480,15
2021:06:23:06,29,1335,19
2021:06:23:12,-9,525,6
2021:06:23:18,-13,0,6
2021:06:24:00,10,0,16
2021:06:24:06,8,0,14
2021:06:24:12,-27,0,-11
2021:06:24:18,-36,0,-22
2021:06:25:00,10,0,-1
2021:06:25:06,33,0,11
2021:06:25:12,-29,0,-30
2021:06:25:18,-40,0,-29
2021:06:26:00,35,0,5
2021:06:26:06,38,0,9
2021:06:26:12,-32,0,-27
2021:06:26:18,-30,0,-21
2021:06:27:00,41,0,14
2021:06:27:06,33,0,12
2021:06:27:12,-22,30,-8
2021:06:27:18,-6,0,6
2021:06:28:00,21,0,13
2021:06:28:06,14,45,20
2021:06:28:12,-13,0,0
2021:06:28:18,-25,0,-5
2021:06:29:00,11,0,11
2021:06:29:06,20,0,15
2021:06:29:12,-18,0,-7
2021:06:29:18,-26,0,-11
2021:06:30:00,20,0,13
2021:06:30:06,23,0,12
2021:06:30:12,-30,0,-17
2021:06:30:18,-34,0,-22
2021:07:01:00,29,0,12
2021:07:01:06,33,0,11
2021:07:01:12,-30,330,-18
2021:07:01:18,-16,0,-5
2021:07:02:00,27,0,9
2021:07:02:06,24,0,19
2021:07:02:12,-31,0,-22
2021:07:02:18,-41,0,-22
2021:07:03:00,29,0,7
2021:07:03:06,40,60,18
2021:07:03:12,-4,180,3
2021:07:03:18,-19,0,-1
2021:07:04:00,9,0,12
2021:07:04:06,21,0,20
2021:07:04:12,-17,0,-5
2021:07:04:18,-43,0,-23
2021:07:05:00,-3,0,-8
2021:07:05:06,40,0,17
2021:07:05:12,-19,0,-27
2021:07:05:18,-55,0,-38
2021:07:06:00,24,0,-3
2021:07:06:06,58,0,20
2021:07:06:12,-15,15,-18
2021:07:06:18,-27,0,-7
2021:07:07:00,31,0,13
2021:07:07:06,21,1530,14
2021:07:07:12,-11,2970,2
2021:07:07:18,-6,480,8
2021:07:08:00,6,0,8
2021:07:08:06,7,0,15
2021:07:08:12,-28,0,-20
2021:07:08:18,-39,0,-24
2021:07:09:00,27,0,7
2021:07:09:06,40,0,16
2021:07:09:12,-42,0,-35
2021:07:09:18,-58,0,-42
2021:07:10:00,26,0,-9
2021:07:10:06,40,0,-2
2021:07:10:12,-28,0,-37
2021:07:10:18,-29,0,-31
2021:07:11:00,43,0,6
2021:07:11:06,51,0,20
2021:07:11:12,-43,0,-37
2021:07:11:18,-57,0,-37
2021:07:12:00,38,0,1
2021:07:12:06,46,0,9
2021:07:12:12,-13,0,-12
2021:07:12:18,-12,0,-3
2021:07:13:00,9,0,-3
2021:07:13:06,3,0,0
2021:07:13:12,-15,0,-18
2021:07:13:18,-14,0,-14
2021:07:14:00,27,0,9
2021:07:14:06,28,0,14
2021:07:14:12,-24,0,-15
2021:07:14:18,-38,0,-24
2021:07:15:00,23,0,8
2021:07:15:06,39,0,15
2021:07:15:12,-37,0,-29
2021:07:15:18,-54,0,-39
2021:07:16:00,29,0,0
2021:07:16:06,45,0,6
2021:07:16:12,-35,0,-35
2021:07:16:18,-43,0,-37
2021:07:17:00,30,0,-5
2021:07:17:06,44,0,7
2021:07:17:12,-33,0,-38
2021:07:17:18,-49,0,-42
2021:07:18:00,27,0,-11
2021:07:18:06,48,0,6
2021:07:18:12,-22,0,-33
2021:07:18:18,-43,0,-37
2021:07:19:00,23,0,-10
2021:07:19:06,44,0,7
2021:07:19:12,-25,0,-35
2021:07:19:18,-47,0,-40
2021:07:20:00,16,270,-19
2021:07:20:06,43,4755,3
2021:07:20:12,12,0,-7
2021:07:20:18,-20,0,-17
2021:07:21:00,2,0,-5
2021:07:21:06,17,0,0
2021:07:21:12,-30,0,-35
2021:07:21:18,-35,0,-35
2021:07:22:00,21,0,-14
2021:07:22:06,38,0,3
2021:07:22:12,-28,0,-42
2021:07:22:18,-46,0,-43
2021:07:23:00,31,0,-11
2021:07:23:06,40,0,-3
2021:07:23:12,-33,0,-44
2021:07:23:18,-38,0,-41
2021:07:24:00,39,0,-5
2021:07:24:06,59,0,18
2021:07:24:12,-29,0,-34
2021:07:24:18,-60,0,-42
2021:07:25:00,24,0,-10
2021:07:25:06,47,0,5
2021:07:25:12,-24,0,-34
2021:07:25:18,-43,0,-38
2021:07:26:00,30,0,-4
2021:07:26:06,46,2910,8
2021:07:26:12,-23,630,-27
2021:07:26:18,-46,0,-38
2021:07:27:00,1,0,-26
2021:07:27:06,24,0,-14
2021:07:27:12,-19,0,-45
2021:07:27:18,-26,0,-40
2021:07:28:00,39,0,-6
2021:07:28:06,44,0,4
2021:07:28:12,-27,405,-33
2021:07:28:18,-36,0,-32
2021:07:29:00,23,0,-10
2021:07:29:06,34,0,2
2021:07:29:12,-21,0,-31
2021:07:29:18,-28,0,-26
2021:07:30:00,32,0,1
2021:07:30:06,43,0,17
2021:07:30:12,-10,0,-9
2021:07:30:18,-12,0,5
2021:07:31:00,21,0,12
2021:07:31:06,15,2655,20
2021:07:31:12,7,10200,19
2021:07:31:18,0,2430,20
2021:08:01:00,-8,30,11
2021:08:01:06,-11,390,9
2021:08:01:12,-24,0,-13
2021:08:01:18,-44,0,-35
2021:08:02:00,12,0,-1
2021:08:02:06,46,0,11
2021:08:02:12,-33,360,-34
2021:08:02:18,-39,0,-28
2021:08:03:00,26,0,-8
2021:08:03:06,29,0,1
2021:08:03:12,-19,0,-27
2021:08:03:18,-39,0,-38
2021:08:04:00,19,0,-8
2021:08:04:06,46,915,8
2021:08:04:12,21,2520,13
2021:08:04:18,-7,0,1
2021:08:05:00,1,0,14
2021:08:05:06,5,0,6
2021:08:05:12,-33,0,-19
2021:08:05:18,-36,0,-30
2021:08:06:00,25,0,6
2021:08:06:06,50,0,20
2021:08:06:12,-27,0,-21
2021:08:06:18,-52,0,-32
2021:08:07:00,21,0,0
2021:08:07:06,44,0,12
2021:08:07:12,-21,0,-21
2021:08:07:18,-43,0,-31
2021:08:08:00,19,0,-2
2021:08:08:06,34,0,3
2021:08:08:12,-33,0,-35
2021:08:08:18,-43,0,-40
2021:08:09:00,18,0,-17
2021:08:09:06,32,0,-8
2021:08:09:12,-32,0,-49
2021:08:09:18,-39,0,-47
2021:08:10:00,30,0,-19
2021:08:10:06,40,0,-7
2021:08:10:12,-32,0,-51
2021:08:10:18,-40,0,-47
2021:08:11:00,35,0,-16
2021:08:11:06,46,0,-1
2021:08:11:12,-27,0,-43
2021:08:11:18,-43,0,-44
2021:08:12:00,30,0,-13
2021:08:12:06,35,0,-9
2021:08:12:12,-33,0,-46
2021:08:12:18,-36,0,-45
2021:08:13:00,36,0,-10
2021:08:13:06,55,0,10
2021:08:13:12,-29,0,-39
2021:08:13:18,-54,0,-44
2021:08:14:00,25,0,-14
2021:08:14:06,48,0,4
2021:08:14:12,-38,0,-52
2021:08:14:18,-56,0,-52
2021:08:15:00,29,0,-23
2021:08:15:06,46,0,-6
2021:08:15:12,-18,0,-41
2021:08:15:18,-30,0,-36
2021:08:16:00,40,0,-1
2021:08:16:06,48,0,12
2021:08:16:12,-25,0,-26
2021:08:16:18,-38,0,-26
2021:08:17:00,22,0,-4
2021:08:17:06,36,0,10
2021:08:17:12,-30,0,-34
2021:08:17:18,-52,0,-42
2021:08:18:00,26,0,-8
2021:08:18:06,54,0,12
2021:08:18:12,-27,0,-35
2021:08:18:18,-52,0,-40
2021:08:19:00,29,0,-6
2021:08:19:06,54,3285,14
2021:08:19:12,-14,4800,-20
2021:08:19:18,-30,0,-16
2021:08:20:00,22,0,2
2021:08:20:06,30,2295,14
2021:08:20:12,-27,5145,-25
2021:08:20:18,-36,15,-22
2021:08:21:00,40,0,15
2021:08:21:06,38,5205,16
2021:08:21:12,-29,2475,-14
2021:08:21:18,-25,0,-9
2021:08:22:00,33,15,19
2021:08:22:06,27,0,18
2021:08:22:12,-30,5730,-11
2021:08:22:18,-31,0,-13
2021:08:23:00,11,0,0
2021:08:23:06,10,30,-3
2021:08:23:12,-31,0,-31
2021:08:23:18,-35,0,-38
2021:08:24:00,15,630,-16
2021:08:24:06,36,0,-2
2021:08:24:12,-17,0,-33
2021:08:24:18,-33,0,-35
2021:08:25:00,19,0,-14
2021:08:25:06,39,2865,4
2021:08:25:12,-9,2190,-23
2021:08:25:18,-25,0,-21
2021:08:26:00,27,0,4
2021:08:26:06,34,2610,13
2021:08:26:12,-26,5235,-22
2021:08:26:18,-29,0,-16
2021:08:27:00,25,0,3
2021:08:27:06,22,600,6
2021:08:27:12,-31,180,-28
2021:08:27:18,-42,0,-36
2021:08:28:00,15,0,-13
2021:08:28:06,32,0,-4
2021:08:28:12,-32,0,-45
2021:08:28:18,-46,0,-50
2021:08:29:00,28,0,-17
2021:08:29:06,52,0,2
2021:08:29:12,-21,0,-38
2021:08:29:18,-45,0,-43
2021:08:30:00,30,0,-8
2021:08:30:06,53,4605,10
2021:08:30:12,-15,6750,-23
2021:08:30:18,-29,990,-19
2021:08:31:00,21,1725,-2
2021:08:31:06,24,330,5
2021:08:31:12,-23,2190,-25
2021:08:31:18,-32,0,-27
2021:09:01:00,13,0,-12
2021:09:01:06,27,0,0
2021:09:01:12,-17,750,-29
2021:09:01:18,-18,285,-18
2021:09:02:00,31,0,2
2021:09:02:06,28,5985,10
2021:09:02:12,-3,2730,-1
2021:09:02:18,-3,135,7
2021:09:03:00,15,0,14
2021:09:03:06,7,1230,14
2021:09:03:12,-8,645,6
2021:09:03:18,-12,0,2
2021:09:04:00,9,0,15
2021:09:04:06,18,105,20
2021:09:04:12,-30,0,-15
2021:09:04:18,-49,0,-29
2021:09:05:00,17,0,2
2021:09:05:06,45,3690,16
2021:09:05:12,-23,5535,-21
2021:09:05:18,-38,0,-22
2021:09:06:00,35,0,14
2021:09:06:06,39,3030,17
2021:09:06:12,-33,555,-19
2021:09:06:18,-34,0,-17
2021:09:07:00,24,0,5
2021:09:07:06,16,0,-1
2021:09:07:12,-35,0,-30
2021:09:07:18,-30,0,-31
2021:09:08:00,25,0,-5
2021:09:08:06,39,30,8
2021:09:08:12,-19,0,-24
2021:09:08:18,-21,0,-13
2021:09:09:00,33,390,9
2021:09:09:06,33,975,20
2021:09:09:12,-14,0,-5
2021:09:09:18,-23,0,-3
2021:09:10:00,17,0,12
2021:09:10:06,23,0,20
2021:09:10:12,-18,0,-6
2021:09:10:18,-30,0,-10
2021:09:11:00,18,0,12
2021:09:11:06,27,135,17
2021:09:11:12,-23,2250,-11
2021:09:11:18,-29,2850,-12
2021:09:12:00,20,2385,9
2021:09:12:06,27,2535,15
2021:09:12:12,-29,1305,-20
2021:09:12:18,-35,0,-20
2021:09:13:00,33,0,13
2021:09:13:06,29,0,9
2021:09:13:12,-33,0,-20
2021:09:13:18,-28,0,-19
2021:09:14:00,23,0,3
2021:09:14:06,18,0,-1
2021:09:14:12,-22,0,-19
2021:09:14:18,-5,0,-6
2021:09:15:00,27,0,8
2021:09:15:06,26,390,20
2021:09:15:12,-2,0,6
2021:09:15:18,-21,0,-1
2021:09:16:00,4,0,10
2021:09:16:06,20,0,19
2021:09:16:12,-5,2940,5
2021:09:16:18,-8,75,11
2021:09:17:00,11,885,16
2021:09:17:06,7,495,18
2021:09:17:12,-21,1590,-5
2021:09:17:18,-27,225,-9
2021:09:18:00,18,3390,13
2021:09:18:06,24,3465,15
2021:09:18:12,5,4245,18
2021:09:18:18,3,1155,18
2021:09:19:00,2,0,20
2021:09:19:06,-4,0,14
2021:09:19:12,-29,0,-9
2021:09:19:18,-25,0,-11
2021:09:20:00,18,0,9
2021:09:20:06,22,75,11
2021:09:20:12,-14,1335,-5
2021:09:20:18,0,615,11
2021:09:21:00,17,0,12
2021:09:21:06,5,390,16
2021:09:21:12,-3,2010,9
2021:09:21:18,-1,1125,15
2021:09:22:00,1,180,10
2021:09:22:06,-3,1065,12
2021:09:22:12,4,1875,14
2021:09:22:18,0,780,12
2021:09:23:00,-5,750,9
2021:09:23:06,-5,1215,7
2021:09:23:12,-12,855,-3
2021:09:23:18,-18,0,-11
2021:09:24:00,5,0,2
2021:09:24:06,19,0,8
2021:09:24:12,-20,870,-18
2021:09:24:18,-16,30,-8
2021:09:25:00,28,0,10
2021:09:25:06,23,180,15
2021:09:25:12,-25,1170,-15
2021:09:25:18,-23,495,-8
2021:09:26:00,30,15,15
2021:09:26:06,20,0,12
2021:09:26:12,-27,0,-12
2021:09:26:18,-33,0,-21
2021:09:27:00,5,0,-7
2021:09:27:06,21,0,0
2021:09:27:12,-12,0,-19
2021:09:27:18,-17,0,-17
2021:09:28:00,33,0,14
2021:09:28:06,33,0,16
2021:09:28:12,-27,810,-13
2021:09:28:18,-23,1410,-7
2021:09:29:00,27,180,14
2021:09:29:06,20,0,13
2021:09:29:12,-11,480,3
2021:09:29:18,-9,795,4
2021:09:30:00,2,0,5
2021:09:30:06,10,0,14
2021:09:30:12,-21,0,-16
2021:09:30:18,-38,0,-24
2021:10:01:00,24,0,8
2021:10:01:06,40,150,16
2021:10:01:12,-29,0,-21
2021:10:01:18,-45,0,-29
2021:10:02:00,7,0,-14
2021:10:02:06,43,0,14
2021:10:02:12,-12,150,-26
2021:10:02:18,-41,0,-27
2021:10:03:00,5,0,-21
2021:10:03:06,8,15,-19
2021:10:03:12,19,330,-2
2021:10:03:18,32,645,13
2021:10:04:00,18,0,16
2021:10:04:06,-6,0,7
2021:10:04:12,-21,0,-5
2021:10:04:18,-17,0,-10
2021:10:05:00,10,0,5
2021:10:05:06,14,0,4
2021:10:05:12,-11,0,-6
2021:10:05:18,-17,0,-13
2021:10:06:00,25,0,19
2021:10:06:06,22,0,9
2021:10:06:12,-32,0,-13
2021:10:06:18,-26,0,-17
2021:10:07:00,24,0,11
2021:10:07:06,21,0,4
2021:10:07:12,-43,0,-32
2021:10:07:18,-27,0,-23
2021:10:08:00,35,0,3
2021:10:08:06,37,0,14
2021:10:08:12,-26,0,-23
2021:10:08:18,-39,0,-25
2021:10:09:00,25,0,2
2021:10:09:06,26,0,1
2021:10:09:12,-21,0,-19
2021:10:09:18,-18,0,-17
2021:10:10:00,37,0,18
2021:10:10:06,32,0,15
2021:10:10:12,-31,0,-13
2021:10:10:18,-37,0,-22
2021:10:11:00,22,0,9
2021:10:11:06,36,0,14
2021:10:11:12,-41,0,-32
2021:10:11:18,-48,0,-34
2021:10:12:00,28,0,-4
2021:10:12:06,54,0,20
2021:10:12:12,-29,0,-33
2021:10:12:18,-54,0,-34
2021:10:13:00,31,0,-2
2021:10:13:06,40,0,6
2021:10:13:12,-23,0,-25
2021:10:13:18,-31,0,-25
2021:10:14:00,21,0,-4
2021:10:14:06,38,0,13
2021:10:14:12,-16,0,-20
2021:10:14:18,-35,0,-22
2021:10:15:00,40,0,20
2021:10:15:06,38,0,16
2021:10:15:12,-40,0,-20
2021:10:15:18,-43,0,-27
2021:10:16:00,23,0,3
2021:10:16:06,28,0,1
